"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description"
"bayt-4163605896008179402","bayt","https://www.bayt.com/en/egypt/jobs/data-scientist-ai-engineer-remote-72503426/","","Data Scientist (AI) Engineer (Remote)","Talent 360","Cairo · Egypt","","","","","","","","","","","","","","","","","","","","",""
"bayt-2329016082763684129","bayt","https://www.bayt.com/en/india/jobs/senior-data-scientist-72505273/","","Senior Data Scientist","Warner Bros. Discovery, Inc","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-4988762444497244917","bayt","https://www.bayt.com/en/india/jobs/senior-data-scientist-72503025/","","Senior Data Scientist","Emerson","Pune · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-5574977180624095461","bayt","https://www.bayt.com/en/india/jobs/junior-data-scientist-72502937/","","Junior Data Scientist","Emerson","Pune · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-5998401177249195559","bayt","https://www.bayt.com/en/india/jobs/senior-data-scientist-audience-consumer-insights-72500118/","","Senior Data Scientist (Audience & Consumer Insights)","Nielsen","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-839237633595491260","bayt","https://www.bayt.com/en/india/jobs/staff-data-scientist-72496077/","","Staff, Data Scientist","Warner Bros. Discovery, Inc","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-8937528235806491131","bayt","https://www.bayt.com/en/india/jobs/data-scientist-72497726/","","Data Scientist","Wolters Kluwer","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-5133223707654311192","bayt","https://www.bayt.com/en/morocco/jobs/freelance-data-scientist-ref-005960-72495844/","","Freelance Data Scientist Ref. 005960","Novancy Consulting","Casablanca · Morocco","","","","","","","","","","","","","","","","","","","","",""
"bayt-1023751386072599569","bayt","https://www.bayt.com/en/pakistan/jobs/staff-data-scientist-72496009/","","Staff, Data Scientist","Warner Bros. Discovery, Inc.","Hyderabad · Pakistan","","","","","","","","","","","","","","","","","","","","",""
"bayt-9189545315585062510","bayt","https://www.bayt.com/en/india/jobs/data-scientist-treasury-research-labs-72495373/","","Data Scientist – Treasury Research Labs","BARCLAYS","Chennai · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-8920778435320300748","bayt","https://www.bayt.com/en/uae/jobs/data-scientist-72489262/","","Data Scientist","DISCOVERED","UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-2909028649990439657","bayt","https://www.bayt.com/en/india/jobs/data-scientist-72492536/","","Data Scientist","LSEG","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-7839449401430410112","bayt","https://www.bayt.com/en/india/jobs/data-scientist-associate-senior-72488318/","","Data Scientist Associate Senior","JP Morgan Chase","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-4569106250311390774","bayt","https://www.bayt.com/en/india/jobs/data-scientist-level-iii-72492296/","","Data Scientist - Level III","CONDÉ NAST","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-8310029405554579881","bayt","https://www.bayt.com/en/lebanon/jobs/data-analytics-senior-data-scientist-beirut-72483541/","","Data Analytics - Senior Data Scientist - Beirut","Infomineo","Lebanon","","","","","","","","","","","","","","","","","","","","",""
"bayt-6160248032867965922","bayt","https://www.bayt.com/en/india/jobs/data-scientist-technical-specialist-72484719/","","Data Scientist - Technical Specialist","Fidelity International","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-5433463914618382210","bayt","https://www.bayt.com/en/india/jobs/principal-data-scientist-72482628/","","Principal Data Scientist","Signify Holding","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-6900187281839130809","bayt","https://www.bayt.com/en/uae/jobs/data-scientist-financial-services-72475528/","","Data Scientist (Financial Services)","Charterhouse Middle East","UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-8072249332144174557","bayt","https://www.bayt.com/en/india/jobs/senior-data-scientist-72496510/","","Senior Data Scientist","Caterpillar","Bengaluru · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-8466295610692785953","bayt","https://www.bayt.com/en/india/jobs/senior-data-scientist-72491453/","","Senior Data Scientist","Caterpillar","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-5915575544039467194","bayt","https://www.bayt.com/en/india/jobs/data-scientist-hybrid-72479980/","","Data Scientist (Hybrid)","Kaplan, Inc","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-900026607463156173","bayt","https://www.bayt.com/en/india/jobs/data-scientist-ii-finops-global-data-analytics-72476851/","","Data Scientist II, FinOps - Global Data Analytics","ADCI HYD 13 SEZ","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-4263533645374040915","bayt","https://www.bayt.com/en/uae/jobs/data-scientist-uae-national-aws-generative-ai-innovation-center-72476404/","","Data Scientist -UAE National , AWS Generative AI Innovation Center","Amazon Web Services EMEA Dubai FZ Branch - Q29","UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-4536844160695813187","bayt","https://www.bayt.com/en/india/jobs/data-scientist-72478698/","","Data Scientist","Caterpillar","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-6071758028279789055","bayt","https://www.bayt.com/en/india/jobs/data-scientist-ii-72477985/","","Data Scientist II","McKinsey & Company","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-3818793681752541497","bayt","https://www.bayt.com/en/india/jobs/principal-statistical-data-scientist-72479223/","","Principal Statistical Data Scientist","Pfizer Inc","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-8062974143959325091","bayt","https://www.bayt.com/en/india/jobs/senior-analyst-data-scientist-72479165/","","Senior Analyst- Data Scientist","Kraft Heinz","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-4901412591306993921","bayt","https://www.bayt.com/en/india/jobs/data-scientist-72478669/","","Data Scientist","Caterpillar","Bengaluru · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-6704335789478594046","bayt","https://www.bayt.com/en/india/jobs/senior-data-scientist-maple-recommender-system-72476855/","","Senior Data Scientist, MAPLE - Recommender System","ADCI - Karnataka - A66","Bengaluru · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-107794071504143893","bayt","https://www.bayt.com/en/egypt/jobs/sr-network-data-scientist-vois-72475745/","","Sr. Network Data Scientist (VOIS)","Vodafone","Cairo · Egypt","","","","","","","","","","","","","","","","","","","","",""
"bayt-1044055691556390657","bayt","https://www.bayt.com/en/india/jobs/ai-and-data-science-specialist-global-research-modernization-associate-72468807/","","AI and Data Science Specialist – Global Research Modernization – Associate","JP Morgan Chase","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-1939620071185129523","bayt","https://www.bayt.com/en/india/jobs/ai-and-data-science-specialist-global-research-modernization-vice-president-72468775/","","AI and Data Science Specialist – Global Research Modernization – Vice President","JP Morgan Chase","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-2340662056274313603","bayt","https://www.bayt.com/en/india/jobs/senior-data-scientist-grade-i-72459710/","","Senior Data Scientist, Grade I","Oceaneering International, Inc","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-8124884837426787253","bayt","https://www.bayt.com/en/india/jobs/data-scientist-72464159/","","Data Scientist","Siemens","Bengaluru · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-7113373102696351478","bayt","https://www.bayt.com/en/india/jobs/sr-data-scientist-72460916/","","Sr Data Scientist","Amgen Inc","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-6229108128567755634","bayt","https://www.bayt.com/en/india/jobs/data-science-engineer-2-72461573/","","Data Science Engineer 2","Adobe","Noida · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-4736638888873030492","bayt","https://www.bayt.com/en/india/jobs/data-scientist-72460845/","","Data Scientist","Amgen Inc","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-7868624835253514222","bayt","https://www.bayt.com/en/india/jobs/data-scientist-lead-72453482/","","Data Scientist Lead","JP Morgan Chase","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-1422560464281145640","bayt","https://www.bayt.com/en/india/jobs/lead-data-scientist-72503398/","","Lead Data Scientist","Caterpillar","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-7325001083716138209","bayt","https://www.bayt.com/en/india/jobs/lead-data-scientist-72449319/","","Lead Data Scientist","Caterpillar","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-5472459069723826388","bayt","https://www.bayt.com/en/egypt/jobs/sr-data-scientist-vois-72440584/","","Sr. Data Scientist (VOIS)","Vodafone","Cairo · Egypt","","","","","","","","","","","","","","","","","","","","",""
"bayt-6621304566161595680","bayt","https://www.bayt.com/en/india/jobs/sr-data-scientist-72440689/","","Sr. Data Scientist","VISA","Bengaluru · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-7179214640120258932","bayt","https://www.bayt.com/en/india/jobs/junior-data-scientist-72425748/","","Junior Data Scientist","Louis Dreyfus Company","Bengaluru · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-5477594887656439656","bayt","https://www.bayt.com/en/india/jobs/senior-data-scientist-72423992/","","Senior Data Scientist","GSK plc","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-2050924847968602418","bayt","https://www.bayt.com/en/india/jobs/senior-data-scientist-72421460/","","Senior Data Scientist","Clarivate","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-5312489352196784525","bayt","https://www.bayt.com/en/india/jobs/senior-data-scientist-ii-72420405/","","Senior Data Scientist II","Lilly","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-1372611703735578243","bayt","https://www.bayt.com/en/saudi-arabia/jobs/data-scientist-72415207/","","DATA SCIENTIST","Duncan & Ross","Riyadh · Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"gd-1009670140778","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009670140778","","Junior Full-Stack AI/ML Engineer","PGLS","","2025-03-12","","","","","","",True,"","","organic","","**About PGLS**


PGLS is a leading provider of comprehensive multilingual Translation, Interpretation, and Language Training solutions in over 200 languages and dialects. The intelligence unit provides a range of services, including social media analytics, vulnerability reports, risk assessments, and extensive OSINT analysis of current international events. Our mission is to deliver accurate and timely intelligence, enabling our clients to make informed decisions in a rapidly changing global landscape.

 **Position Summary**


We are seeking a Junior Full\\-Stack AI/ML Engineer to join our R\\&D team in developing and testing proofs of concept (POCs) for innovative natural language processing (NLP) and machine learning (ML) solutions. This role is ideal for someone who enjoys experimenting, rapid prototyping, and problem\\-solving in an R\\&D environment, where not every idea will become a final product.


The Junior AI/ML Engineer will work with researchers, engineers, and external partners to explore new AI concepts, fine\\-tune models, and develop software applications that support our research. This role provides the opportunity to collaborate with academic institutions and contribute to potential research publications.

 **Job Responsibilities**

**AI/ML Development \\& Prototyping:**

* Build and fine\\-tune large language models (LLMs) and multimodal AI models.
* Develop small, specialized models for NLP and computational linguistics tasks.
* Experiment with generative AI, transformers, and prompt engineering techniques.
* Software Development \\& Engineering:
* Develop and deploy proof\\-of\\-concept (POC) applications using full\\-stack technologies.
* Implement workflow automation, CI/CD pipelines, and software engineering best practices.

**Research \\& Collaboration:**

* Work with external organizations and academic institutions on research initiatives.
* Support publishing research papers if POCs yield novel or impactful results.
* Engage in academic conferences and industry events to stay updated on AI/ML advancements.

**Cloud \\& Model Deployment:**

* Train and fine\\-tune models on cloud GPU services (Azure, AWS, GCP).
* Implement data pipelines, dashboards, and model visualizations.

**Communication \\& Documentation:**

* Work closely with researchers and engineers to transform ideas into functional prototypes.
* Document and communicate findings to internal teams and external partners.

**Requirements**

* Bachelor’s degree in computer science, Artificial Intelligence, Data Science, or a related field.
* 2\\+ years of experience in machine learning, natural language processing (NLP), or computational linguistics.
* Experience in machine learning, natural language processing (NLP), or computational linguistics.
* Proficiency in Python (required); familiarity with C/C\\+\\+, Java, JavaScript, or SQL is a plus.
* Hands\\-on experience with ML frameworks such as PyTorch, TensorFlow, Keras, or Scikit\\-learn.
* Knowledge of cloud services (Azure, AWS, GCP) and model deployment.
* Strong understanding of data pipelines, visualization tools, and workflow automation.
* Excellent problem\\-solving skills, attention to detail, and ability to work independently.
* Strong communication skills with the ability to explain technical concepts to both technical and non\\-technical stakeholders.
* 

**Ideal Candidate Will:**

* Have experience working in an R\\&D environment where failure is part of the learning process.
* Be comfortable with experimenting, iterating quickly, and adapting to new challenges.
* Have a strong interest in linguistics, NLP, and AI\\-powered language technologies.
* Be excited about collaborating with universities, research organizations, and AI experts.
* Be a curious, self\\-driven learner eager to stay at the forefront of AI research and development.

 **Benefits**


Piedmont Global has a wide variety of benefit offerings including Health, Dental, 401k, Vision, Pet Insurance, PTO, Paid Holidays, and flexible work schedule.","","https://www.glassdoor.com/Overview/W-EI_IE1256623.htm","https://media.glassdoor.com/sql/1256623/pgls-squarelogo-1561025728618.png","","","","",""
