CourseID,Name,Provider,SkillID,EnrollmentCount
2,Google Project Management:,Google,Project Management,125000
2,Google Project Management:,Google,Project Management Life Cycle,125000
2,Google Project Management:,Google,Project Planning,125000
2,Google Project Management:,Google,Continuous Improvement Process,125000
2,Google Project Management:,Google,Agile Project Management,125000
2,Google Project Management:,Google,Project Controls,125000
2,Google Project Management:,Google,Quality Monitoring,125000
2,Google Project Management:,Google,Backlogs,125000
2,Google Project Management:,Google,Team Management,125000
2,Google Project Management:,Google,Project Documentation,125000
2,Google Project Management:,Google,Agile Methodology,125000
2,Google Project Management:,Google,Communication Planning,125000
2,Google Project Management:,Google,Project Risk Management,125000
2,Google Project Management:,Google,Change Management,125000
2,Google Project Management:,Google,Milestones (Project Management),125000
2,Google Project Management:,Google,Organizational Structure,125000
2,Google Project Management:,Google,Data Storytelling,125000
3,Google Digital Marketing & E-commerce,Google,Media Planning,37000
3,Google Digital Marketing & E-commerce,Google,Search Engine Marketing,37000
3,Google Digital Marketing & E-commerce,Google,Email Marketing,37000
3,Google Digital Marketing & E-commerce,Google,Data Storytelling,37000
3,Google Digital Marketing & E-commerce,Google,Social Media Strategy,37000
3,Google Digital Marketing & E-commerce,Google,Search Engine Optimization,37000
3,Google Digital Marketing & E-commerce,Google,Social Media,37000
3,Google Digital Marketing & E-commerce,Google,Social Media Marketing,37000
3,Google Digital Marketing & E-commerce,Google,Content Creation,37000
3,Google Digital Marketing & E-commerce,Google,Order Fulfillment,37000
3,Google Digital Marketing & E-commerce,Google,A/B Testing,37000
3,Google Digital Marketing & E-commerce,Google,Target Audience,37000
3,Google Digital Marketing & E-commerce,Google,Digital Marketing,37000
3,Google Digital Marketing & E-commerce,Google,E-Commerce,37000
3,Google Digital Marketing & E-commerce,Google,Loyalty Programs,37000
3,Google Digital Marketing & E-commerce,Google,Social Media Management,37000
3,Google Digital Marketing & E-commerce,Google,Customer Retention,37000
3,Google Digital Marketing & E-commerce,Google,Persona Development,37000
3,Google Digital Marketing & E-commerce,Google,Performance Measurement,37000
3,Google Digital Marketing & E-commerce,Google,Marketing Automation,37000
4,Google IT Support,Google,Computer Networking,200000
4,Google IT Support,Google,Network Troubleshooting,200000
4,Google IT Support,Google,Package and Software Management,200000
4,Google IT Support,Google,Systems Administration,200000
4,Google IT Support,Google,Cloud Infrastructure,200000
4,Google IT Support,Google,IT Infrastructure,200000
4,Google IT Support,Google,TCP/IP,200000
4,Google IT Support,Google,Desktop Support,200000
4,Google IT Support,Google,Network Security,200000
4,Google IT Support,Google,Network Architecture,200000
4,Google IT Support,Google,Information Systems Security,200000
4,Google IT Support,Google,Computer Hardware,200000
4,Google IT Support,Google,Linux,200000
4,Google IT Support,Google,Encryption,200000
4,Google IT Support,Google,Microsoft Windows,200000
4,Google IT Support,Google,Lightweight Directory Access Protocols,200000
4,Google IT Support,Google,Cybersecurity,200000
4,Google IT Support,Google,Technical Support,200000
4,Google IT Support,Google,Software Installation,200000
4,Google IT Support,Google,Help Desk Support,200000
5,Google UX Design,Google,Storyboarding,89000
5,Google UX Design,Google,Wireframing,89000
5,Google UX Design,Google,UI/UX Research,89000
5,Google UX Design,Google,Responsive Web Design,89000
5,Google UX Design,Google,User Experience Design,89000
5,Google UX Design,Google,Design Thinking,89000
5,Google UX Design,Google,User Research,89000
5,Google UX Design,Google,Information Architecture,89000
5,Google UX Design,Google,Figma (Design Software),89000
5,Google UX Design,Google,Usability Testing,89000
5,Google UX Design,Google,User Story,89000
5,Google UX Design,Google,Web Design,89000
5,Google UX Design,Google,Design Reviews,89000
5,Google UX Design,Google,Usability,89000
5,Google UX Design,Google,Presentations,89000
5,Google UX Design,Google,Design Research,89000
5,Google UX Design,Google,Persona (User Experience),89000
5,Google UX Design,Google,Ideation,89000
5,Google UX Design,Google,User Centered Design,89000
5,Google UX Design,Google,Mockups,89000
6,Machine Learning,Multiple educators,Unsupervised Learning,32000
6,Machine Learning,Multiple educators,Supervised Learning,32000
6,Machine Learning,Multiple educators,Artificial Intelligence and Machine Learning (AI/ML),32000
6,Machine Learning,Multiple educators,Classification And Regression Tree (CART),32000
6,Machine Learning,Multiple educators,Machine Learning Algorithms,32000
6,Machine Learning,Multiple educators,Applied Machine Learning,32000
6,Machine Learning,Multiple educators,Machine Learning,32000
6,Machine Learning,Multiple educators,Jupyter,32000
6,Machine Learning,Multiple educators,Data Ethics,32000
6,Machine Learning,Multiple educators,Decision Tree Learning,32000
6,Machine Learning,Multiple educators,Tensorflow,32000
6,Machine Learning,Multiple educators,Scikit Learn (Machine Learning Library),32000
6,Machine Learning,Multiple educators,NumPy,32000
6,Machine Learning,Multiple educators,Predictive Modeling,32000
6,Machine Learning,Multiple educators,Deep Learning,32000
6,Machine Learning,Multiple educators,Artificial Intelligence,32000
6,Machine Learning,Multiple educators,Reinforcement Learning,32000
6,Machine Learning,Multiple educators,Random Forest Algorithm,32000
6,Machine Learning,Multiple educators,Feature Engineering,32000
6,Machine Learning,Multiple educators,Python Programming,32000
7,Google AI Essentials,Google,Generative AI,9500
7,Google AI Essentials,Google,Artificial Intelligence and Machine Learning (AI/ML),9500
7,Google AI Essentials,Google,Productivity Software,9500
7,Google AI Essentials,Google,Artificial Intelligence,9500
7,Google AI Essentials,Google,Data Ethics,9500
7,Google AI Essentials,Google,Security Awareness,9500
7,Google AI Essentials,Google,Business Workflow Analysis,9500
7,Google AI Essentials,Google,Innovation,9500
7,Google AI Essentials,Google,Automation,9500
7,Google AI Essentials,Google,Workflow Management,9500
7,Google AI Essentials,Google,Information Privacy,9500
7,Google AI Essentials,Google,Human Computer Interaction,9500
7,Google AI Essentials,Google,Content Creation,9500
7,Google AI Essentials,Google,Natural Language Processing,9500
7,Google AI Essentials,Google,Complex Problem Solving,9500
8,Deep Learning,DeepLearning.AI,Computer Vision,145000
8,Deep Learning,DeepLearning.AI,Deep Learning,145000
8,Deep Learning,DeepLearning.AI,Image Analysis,145000
8,Deep Learning,DeepLearning.AI,Natural Language Processing,145000
8,Deep Learning,DeepLearning.AI,Artificial Neural Networks,145000
8,Deep Learning,DeepLearning.AI,Artificial Intelligence and Machine Learning (AI/ML),145000
8,Deep Learning,DeepLearning.AI,Tensorflow,145000
8,Deep Learning,DeepLearning.AI,Supervised Learning,145000
8,Deep Learning,DeepLearning.AI,Keras (Neural Network Library),145000
8,Deep Learning,DeepLearning.AI,Artificial Intelligence,145000
8,Deep Learning,DeepLearning.AI,Applied Machine Learning,145000
8,Deep Learning,DeepLearning.AI,PyTorch (Machine Learning Library),145000
8,Deep Learning,DeepLearning.AI,Machine Learning,145000
8,Deep Learning,DeepLearning.AI,Debugging,145000
8,Deep Learning,DeepLearning.AI,Performance Tuning,145000
8,Deep Learning,DeepLearning.AI,Machine Learning Methods,145000
8,Deep Learning,DeepLearning.AI,Python Programming,145000
8,Deep Learning,DeepLearning.AI,Data-Driven Decision-Making,145000
8,Deep Learning,DeepLearning.AI,Text Mining,145000
8,Deep Learning,DeepLearning.AI,Network Architecture,145000
9,IBM Data Science,IBM,Dashboard,140000
9,IBM Data Science,IBM,Data Visualization Software,140000
9,IBM Data Science,IBM,Data Wrangling,140000
9,IBM Data Science,IBM,Data Visualization,140000
9,IBM Data Science,IBM,SQL,140000
9,IBM Data Science,IBM,Supervised Learning,140000
9,IBM Data Science,IBM,Feature Engineering,140000
9,IBM Data Science,IBM,Plotly,140000
9,IBM Data Science,IBM,Interactive Data Visualization,140000
9,IBM Data Science,IBM,Jupyter,140000
9,IBM Data Science,IBM,Statistical Reporting,140000
9,IBM Data Science,IBM,Exploratory Data Analysis,140000
9,IBM Data Science,IBM,Data Mining,140000
9,IBM Data Science,IBM,Data Cleansing,140000
9,IBM Data Science,IBM,Matplotlib,140000
9,IBM Data Science,IBM,Data Analysis,140000
9,IBM Data Science,IBM,Unsupervised Learning,140000
9,IBM Data Science,IBM,Generative AI,140000
9,IBM Data Science,IBM,Pandas (Python Package),140000
9,IBM Data Science,IBM,Professional Networking,140000
10,IBM Data Analyst,IBM,Data Storytelling,89000
10,IBM Data Analyst,IBM,Dashboard,89000
10,IBM Data Analyst,IBM,Data Visualization Software,89000
10,IBM Data Analyst,IBM,Plotly,89000
10,IBM Data Analyst,IBM,Data Presentation,89000
10,IBM Data Analyst,IBM,Data Wrangling,89000
10,IBM Data Analyst,IBM,Data Visualization,89000
10,IBM Data Analyst,IBM,SQL,89000
10,IBM Data Analyst,IBM,Generative AI,89000
10,IBM Data Analyst,IBM,Interactive Data Visualization,89000
10,IBM Data Analyst,IBM,Exploratory Data Analysis,89000
10,IBM Data Analyst,IBM,Data Cleansing,89000
10,IBM Data Analyst,IBM,Big Data,89000
10,IBM Data Analyst,IBM,Jupyter,89000
10,IBM Data Analyst,IBM,Matplotlib,89000
10,IBM Data Analyst,IBM,Data Analysis,89000
10,IBM Data Analyst,IBM,Statistical Analysis,89000
10,IBM Data Analyst,IBM,Pandas (Python Package),89000
10,IBM Data Analyst,IBM,Excel Formulas,89000
10,IBM Data Analyst,IBM,Professional Networking,89000
11,IBM Generative AI Engineering,IBM,Generative AI,82000
11,IBM Generative AI Engineering,IBM,Data Wrangling,82000
11,IBM Generative AI Engineering,IBM,Unit Testing,82000
11,IBM Generative AI Engineering,IBM,Supervised Learning,82000
11,IBM Generative AI Engineering,IBM,Feature Engineering,82000
11,IBM Generative AI Engineering,IBM,ChatGPT,82000
11,IBM Generative AI Engineering,IBM,Keras (Neural Network Library),82000
11,IBM Generative AI Engineering,IBM,Unsupervised Learning,82000
11,IBM Generative AI Engineering,IBM,Natural Language Processing,82000
11,IBM Generative AI Engineering,IBM,Data Cleansing,82000
11,IBM Generative AI Engineering,IBM,Jupyter,82000
11,IBM Generative AI Engineering,IBM,Data Analysis,82000
11,IBM Generative AI Engineering,IBM,Deep Learning,82000
11,IBM Generative AI Engineering,IBM,Data Manipulation,82000
11,IBM Generative AI Engineering,IBM,PyTorch (Machine Learning Library),82000
11,IBM Generative AI Engineering,IBM,Data Transformation,82000
11,IBM Generative AI Engineering,IBM,Artificial Intelligence,82000
11,IBM Generative AI Engineering,IBM,Data Import/Export,82000
11,IBM Generative AI Engineering,IBM,Data Ethics,82000
11,IBM Generative AI Engineering,IBM,Exploratory Data Analysis,82000
12,AI For Everyone,DeepLearning.AI,Data Ethics,46000
12,AI For Everyone,DeepLearning.AI,Market Opportunities,46000
12,AI For Everyone,DeepLearning.AI,Artificial Intelligence and Machine Learning (AI/ML),46000
12,AI For Everyone,DeepLearning.AI,Artificial Intelligence,46000
12,AI For Everyone,DeepLearning.AI,Team Building,46000
12,AI For Everyone,DeepLearning.AI,Machine Learning,46000
12,AI For Everyone,DeepLearning.AI,Strategic Thinking,46000
12,AI For Everyone,DeepLearning.AI,Generative AI,46000
12,AI For Everyone,DeepLearning.AI,Data Science,46000
12,AI For Everyone,DeepLearning.AI,Deep Learning,46000
12,AI For Everyone,DeepLearning.AI,Business Ethics,46000
12,AI For Everyone,DeepLearning.AI,Artificial Neural Networks,46000
12,AI For Everyone,DeepLearning.AI,Business Transformation,46000
13,IBM AI Developer,IBM,Generative AI,64000
13,IBM AI Developer,IBM,Software Development Life Cycle,64000
13,IBM AI Developer,IBM,Unit Testing,64000
13,IBM AI Developer,IBM,ChatGPT,64000
13,IBM AI Developer,IBM,HTML and CSS,64000
13,IBM AI Developer,IBM,Development Environment,64000
13,IBM AI Developer,IBM,Web Design and Development,64000
13,IBM AI Developer,IBM,Jupyter,64000
13,IBM AI Developer,IBM,Hypertext Markup Language (HTML),64000
13,IBM AI Developer,IBM,Software Engineering,64000
13,IBM AI Developer,IBM,Artificial Intelligence,64000
13,IBM AI Developer,IBM,Cascading Style Sheets (CSS),64000
13,IBM AI Developer,IBM,Web Development,64000
13,IBM AI Developer,IBM,Data Ethics,64000
13,IBM AI Developer,IBM,Application Deployment,64000
13,IBM AI Developer,IBM,Web Applications,64000
13,IBM AI Developer,IBM,Automation,64000
13,IBM AI Developer,IBM,Interviewing Skills,64000
13,IBM AI Developer,IBM,CI/CD,64000
13,IBM AI Developer,IBM,Professional Networking,64000
14,AI in Healthcare,Stanford University,Feature Engineering,2000
14,AI in Healthcare,Stanford University,Pharmaceuticals,2000
14,AI in Healthcare,Stanford University,Data Ethics,2000
14,AI in Healthcare,Stanford University,Clinical Data Management,2000
14,AI in Healthcare,Stanford University,Health Systems,2000
14,AI in Healthcare,Stanford University,Healthcare Industry Knowledge,2000
14,AI in Healthcare,Stanford University,Unstructured Data,2000
14,AI in Healthcare,Stanford University,Data Mining,2000
14,AI in Healthcare,Stanford University,Health Care,2000
14,AI in Healthcare,Stanford University,Applied Machine Learning,2000
14,AI in Healthcare,Stanford University,Electronic Medical Record,2000
14,AI in Healthcare,Stanford University,Machine Learning Algorithms,2000
14,AI in Healthcare,Stanford University,Machine Learning,2000
14,AI in Healthcare,Stanford University,Data Collection,2000
14,AI in Healthcare,Stanford University,Health Care Administration,2000
14,AI in Healthcare,Stanford University,Artificial Neural Networks,2000
14,AI in Healthcare,Stanford University,Medicare,2000
14,AI in Healthcare,Stanford University,Quality Improvement,2000
14,AI in Healthcare,Stanford University,Health Care Procedure and Regulation,2000
14,AI in Healthcare,Stanford University,Artificial Intelligence,2000
15,Data Science Foundations,Multiple educators,Dashboard,111000
15,Data Science Foundations,Multiple educators,Pseudocode,111000
15,Data Science Foundations,Multiple educators,Jupyter,111000
15,Data Science Foundations,Multiple educators,Algorithms,111000
15,Data Science Foundations,Multiple educators,Data Mining,111000
15,Data Science Foundations,Multiple educators,Pandas (Python Package),111000
15,Data Science Foundations,Multiple educators,Correlation Analysis,111000
15,Data Science Foundations,Multiple educators,Web Scraping,111000
15,Data Science Foundations,Multiple educators,NumPy,111000
15,Data Science Foundations,Multiple educators,Probability & Statistics,111000
15,Data Science Foundations,Multiple educators,Predictive Modeling,111000
15,Data Science Foundations,Multiple educators,Big Data,111000
15,Data Science Foundations,Multiple educators,Automation,111000
15,Data Science Foundations,Multiple educators,Data Visualization Software,111000
15,Data Science Foundations,Multiple educators,Data Collection,111000
15,Data Science Foundations,Multiple educators,Data Science,111000
15,Data Science Foundations,Multiple educators,GitHub,111000
15,Data Science Foundations,Multiple educators,Python Programming,111000
15,Data Science Foundations,Multiple educators,Machine Learning Algorithms,111000
15,Data Science Foundations,Multiple educators,Unsupervised Learning,111000
16,IBM Full Stack Software Developer,IBM,Istio,53000
16,IBM Full Stack Software Developer,IBM,Node.JS,53000
16,IBM Full Stack Software Developer,IBM,Software Development Life Cycle,53000
16,IBM Full Stack Software Developer,IBM,Unit Testing,53000
16,IBM Full Stack Software Developer,IBM,Object-Relational Mapping,53000
16,IBM Full Stack Software Developer,IBM,Cloud Computing Architecture,53000
16,IBM Full Stack Software Developer,IBM,Server Side,53000
16,IBM Full Stack Software Developer,IBM,Application Deployment,53000
16,IBM Full Stack Software Developer,IBM,Kubernetes,53000
16,IBM Full Stack Software Developer,IBM,React Redux,53000
16,IBM Full Stack Software Developer,IBM,Cloud Services,53000
16,IBM Full Stack Software Developer,IBM,OpenShift,53000
16,IBM Full Stack Software Developer,IBM,Git (Version Control System),53000
16,IBM Full Stack Software Developer,IBM,Cloud Applications,53000
16,IBM Full Stack Software Developer,IBM,Full-Stack Web Development,53000
16,IBM Full Stack Software Developer,IBM,HTML and CSS,53000
16,IBM Full Stack Software Developer,IBM,Cloud Computing,53000
16,IBM Full Stack Software Developer,IBM,Jupyter,53000
16,IBM Full Stack Software Developer,IBM,Generative AI,53000
16,IBM Full Stack Software Developer,IBM,Interviewing Skills,53000
17,IBM DevOps and Software Engineering,IBM,CI/CD,58000
17,IBM DevOps and Software Engineering,IBM,Open Web Application Security Project (OWASP),58000
17,IBM DevOps and Software Engineering,IBM,Istio,58000
17,IBM DevOps and Software Engineering,IBM,Continuous Integration,58000
17,IBM DevOps and Software Engineering,IBM,Software Development Life Cycle,58000
17,IBM DevOps and Software Engineering,IBM,Linux Commands,58000
17,IBM DevOps and Software Engineering,IBM,Agile Software Development,58000
17,IBM DevOps and Software Engineering,IBM,Unit Testing,58000
17,IBM DevOps and Software Engineering,IBM,Cloud Computing Architecture,58000
17,IBM DevOps and Software Engineering,IBM,Application Deployment,58000
17,IBM DevOps and Software Engineering,IBM,Test Driven Development (TDD),58000
17,IBM DevOps and Software Engineering,IBM,Gherkin (Scripting Language),58000
17,IBM DevOps and Software Engineering,IBM,Kubernetes,58000
17,IBM DevOps and Software Engineering,IBM,Jenkins,58000
17,IBM DevOps and Software Engineering,IBM,Bash (Scripting Language),58000
17,IBM DevOps and Software Engineering,IBM,Cloud Services,58000
17,IBM DevOps and Software Engineering,IBM,DevOps,58000
17,IBM DevOps and Software Engineering,IBM,Git (Version Control System),58000
17,IBM DevOps and Software Engineering,IBM,Jupyter,58000
17,IBM DevOps and Software Engineering,IBM,Grafana,58000
18,Microsoft Power BI Data Analyst,Microsoft,Data Storytelling,6700
18,Microsoft Power BI Data Analyst,Microsoft,Dashboard,6700
18,Microsoft Power BI Data Analyst,Microsoft,Excel Formulas,6700
18,Microsoft Power BI Data Analyst,Microsoft,Extract,6700
18,Microsoft Power BI Data Analyst,Microsoft,Transform,6700
18,Microsoft Power BI Data Analyst,Microsoft,Load,6700
18,Microsoft Power BI Data Analyst,Microsoft,Power BI,6700
18,Microsoft Power BI Data Analyst,Microsoft,Data Analysis Expressions (DAX),6700
18,Microsoft Power BI Data Analyst,Microsoft,Microsoft Excel,6700
18,Microsoft Power BI Data Analyst,Microsoft,Data Modeling,6700
18,Microsoft Power BI Data Analyst,Microsoft,Data-Driven Decision-Making,6700
18,Microsoft Power BI Data Analyst,Microsoft,Star Schema,6700
18,Microsoft Power BI Data Analyst,Microsoft,Data Analysis,6700
18,Microsoft Power BI Data Analyst,Microsoft,Data Presentation,6700
18,Microsoft Power BI Data Analyst,Microsoft,Data Visualization Software,6700
18,Microsoft Power BI Data Analyst,Microsoft,Microsoft Power Platform,6700
18,Microsoft Power BI Data Analyst,Microsoft,Data Integrity,6700
18,Microsoft Power BI Data Analyst,Microsoft,Spreadsheet Software,6700
18,Microsoft Power BI Data Analyst,Microsoft,Data Validation,6700
18,Microsoft Power BI Data Analyst,Microsoft,Data Transformation,6700
18,Microsoft Power BI Data Analyst,Microsoft,Data Cleansing,6700
18,Microsoft Power BI Data Analyst,Microsoft,Data Visualization,6700
19,Google Prompting Essentials,Google,Presentations,510
19,Google Prompting Essentials,Google,Data Presentation,510
19,Google Prompting Essentials,Google,Data Storytelling,510
19,Google Prompting Essentials,Google,Generative AI,510
19,Google Prompting Essentials,Google,Project Management,510
19,Google Prompting Essentials,Google,Data Analysis,510
19,Google Prompting Essentials,Google,Brainstorming,510
19,Google Prompting Essentials,Google,Productivity Software,510
19,Google Prompting Essentials,Google,Business Writing,510
19,Google Prompting Essentials,Google,Artificial Intelligence,510
19,Google Prompting Essentials,Google,Business Correspondence,510
19,Google Prompting Essentials,Google,Business Ethics,510
20,Google Advanced Data Analytics,Google,Exploratory Data Analysis,5800
20,Google Advanced Data Analytics,Google,Data Storytelling,5800
20,Google Advanced Data Analytics,Google,Sampling (Statistics),5800
20,Google Advanced Data Analytics,Google,Data Ethics,5800
20,Google Advanced Data Analytics,Google,Data Visualization Software,5800
20,Google Advanced Data Analytics,Google,Data Presentation,5800
20,Google Advanced Data Analytics,Google,Statistical Hypothesis Testing,5800
20,Google Advanced Data Analytics,Google,Regression Analysis,5800
20,Google Advanced Data Analytics,Google,Feature Engineering,5800
20,Google Advanced Data Analytics,Google,Data Transformation,5800
20,Google Advanced Data Analytics,Google,Data Visualization,5800
20,Google Advanced Data Analytics,Google,Probability & Statistics,5800
20,Google Advanced Data Analytics,Google,Tableau Software,5800
20,Google Advanced Data Analytics,Google,Data Manipulation,5800
20,Google Advanced Data Analytics,Google,Advanced Analytics,5800
20,Google Advanced Data Analytics,Google,Data Cleansing,5800
20,Google Advanced Data Analytics,Google,Object Oriented Programming (OOP),5800
20,Google Advanced Data Analytics,Google,Applied Machine Learning,5800
20,Google Advanced Data Analytics,Google,Statistical Analysis,5800
20,Google Advanced Data Analytics,Google,Jupyter,5800
21,Foundations of Project Management,Google,Project Management Life Cycle,92000
21,Foundations of Project Management,Google,Change Management,92000
21,Foundations of Project Management,Google,Organizational Structure,92000
21,Foundations of Project Management,Google,Project Management,92000
21,Foundations of Project Management,Google,Project Coordination,92000
21,Foundations of Project Management,Google,Organizational Skills,92000
21,Foundations of Project Management,Google,Agile Methodology,92000
21,Foundations of Project Management,Google,Project Planning,92000
21,Foundations of Project Management,Google,Waterfall Methodology,92000
21,Foundations of Project Management,Google,Cross-Functional Collaboration,92000
21,Foundations of Project Management,Google,Communication,92000
21,Foundations of Project Management,Google,Decision Making,92000
22,IBM AI Product Manager,IBM,Generative AI,23000
22,IBM AI Product Manager,IBM,New Product Development,23000
22,IBM AI Product Manager,IBM,Product Management,23000
22,IBM AI Product Manager,IBM,Product Lifecycle Management,23000
22,IBM AI Product Manager,IBM,Product Development,23000
22,IBM AI Product Manager,IBM,Innovation,23000
22,IBM AI Product Manager,IBM,Product Roadmaps,23000
22,IBM AI Product Manager,IBM,ChatGPT,23000
22,IBM AI Product Manager,IBM,Product Planning,23000
22,IBM AI Product Manager,IBM,Commercialization,23000
22,IBM AI Product Manager,IBM,Product Strategy,23000
22,IBM AI Product Manager,IBM,Artificial Intelligence,23000
22,IBM AI Product Manager,IBM,Project Management Life Cycle,23000
22,IBM AI Product Manager,IBM,Data Ethics,23000
22,IBM AI Product Manager,IBM,OpenAI,23000
22,IBM AI Product Manager,IBM,Product Marketing,23000
22,IBM AI Product Manager,IBM,Stakeholder Management,23000
22,IBM AI Product Manager,IBM,Competitive Analysis,23000
22,IBM AI Product Manager,IBM,Product Testing,23000
22,IBM AI Product Manager,IBM,Artificial Intelligence and Machine Learning (AI/ML),23000
23,Data Science Fundamentals with Python and SQL,IBM,Dashboard,70000
23,Data Science Fundamentals with Python and SQL,IBM,SQL,70000
23,Data Science Fundamentals with Python and SQL,IBM,Descriptive Statistics,70000
23,Data Science Fundamentals with Python and SQL,IBM,Jupyter,70000
23,Data Science Fundamentals with Python and SQL,IBM,Statistical Analysis,70000
23,Data Science Fundamentals with Python and SQL,IBM,Data Analysis,70000
23,Data Science Fundamentals with Python and SQL,IBM,Probability Distribution,70000
23,Data Science Fundamentals with Python and SQL,IBM,Pandas (Python Package),70000
23,Data Science Fundamentals with Python and SQL,IBM,Data Visualization Software,70000
23,Data Science Fundamentals with Python and SQL,IBM,Statistics,70000
23,Data Science Fundamentals with Python and SQL,IBM,Data Visualization,70000
23,Data Science Fundamentals with Python and SQL,IBM,Statistical Hypothesis Testing,70000
23,Data Science Fundamentals with Python and SQL,IBM,Databases,70000
23,Data Science Fundamentals with Python and SQL,IBM,Stored Procedure,70000
23,Data Science Fundamentals with Python and SQL,IBM,Web Scraping,70000
23,Data Science Fundamentals with Python and SQL,IBM,Relational Databases,70000
23,Data Science Fundamentals with Python and SQL,IBM,Automation,70000
23,Data Science Fundamentals with Python and SQL,IBM,Data Science,70000
23,Data Science Fundamentals with Python and SQL,IBM,GitHub,70000
23,Data Science Fundamentals with Python and SQL,IBM,Python Programming,70000
24,"Foundations: Data, Data, Everywhere",Google,Data Ethics,112000
24,"Foundations: Data, Data, Everywhere",Google,Data Analysis,112000
24,"Foundations: Data, Data, Everywhere",Google,Analytics,112000
24,"Foundations: Data, Data, Everywhere",Google,Data-Driven Decision-Making,112000
24,"Foundations: Data, Data, Everywhere",Google,Google Sheets,112000
24,"Foundations: Data, Data, Everywhere",Google,Business Analytics,112000
24,"Foundations: Data, Data, Everywhere",Google,Spreadsheet Software,112000
24,"Foundations: Data, Data, Everywhere",Google,Analytical Skills,112000
24,"Foundations: Data, Data, Everywhere",Google,Data Sharing,112000
24,"Foundations: Data, Data, Everywhere",Google,Data Cleansing,112000
24,"Foundations: Data, Data, Everywhere",Google,Data Processing,112000
24,"Foundations: Data, Data, Everywhere",Google,Data Strategy,112000
24,"Foundations: Data, Data, Everywhere",Google,Data Visualization Software,112000
24,"Foundations: Data, Data, Everywhere",Google,SQL,112000
25,IBM Back-End Development,IBM,Open Web Application Security Project (OWASP),47000
25,IBM Back-End Development,IBM,Istio,47000
25,IBM Back-End Development,IBM,Software Development Life Cycle,47000
25,IBM Back-End Development,IBM,Linux Commands,47000
25,IBM Back-End Development,IBM,Unit Testing,47000
25,IBM Back-End Development,IBM,Object-Relational Mapping,47000
25,IBM Back-End Development,IBM,Application Deployment,47000
25,IBM Back-End Development,IBM,Kubernetes,47000
25,IBM Back-End Development,IBM,NoSQL,47000
25,IBM Back-End Development,IBM,Bash (Scripting Language),47000
25,IBM Back-End Development,IBM,MongoDB,47000
25,IBM Back-End Development,IBM,Shell Script,47000
25,IBM Back-End Development,IBM,OpenShift,47000
25,IBM Back-End Development,IBM,Git (Version Control System),47000
25,IBM Back-End Development,IBM,Cloud Applications,47000
25,IBM Back-End Development,IBM,Containerization,47000
25,IBM Back-End Development,IBM,GitHub,47000
25,IBM Back-End Development,IBM,Serverless Computing,47000
25,IBM Back-End Development,IBM,Jupyter,47000
25,IBM Back-End Development,IBM,Grafana,47000
26,IBM Data Engineering,IBM,NoSQL,57000
26,IBM Data Engineering,IBM,Data Warehousing,57000
26,IBM Data Engineering,IBM,SQL,57000
26,IBM Data Engineering,IBM,Apache Hadoop,57000
26,IBM Data Engineering,IBM,Extract,57000
26,IBM Data Engineering,IBM,Transform,57000
26,IBM Data Engineering,IBM,Load,57000
